block_id,street,barrio,tipo_c,red_jerarq,n_lines_on,lines_on,n_lines_walk,lines_walk,buses_hour_walk,buses_hour_on,n_stops_walk
212,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,6,033 037 045 160 166 194,8,028 033 034 037 042 045 107 160,202.2,66.0,3
213,RAMALLO,Nuñez,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,24.0,7
214,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,11,057 059 060 068 130 133 152 161 168 184 194,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,520.4,10
215,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
216,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
217,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
218,VEDIA,Saavedra,CALLE,VÍA LOCAL,5,015 021 028 060 117,6,015 021 028 060 071 117,303.0,111.0,3
219,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,11,015 019 021 028 060 068 071 151 152 161 168,474.3,12.0,2
220,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,1
222,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
223,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,0
224,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,1
225,ARIAS,Saavedra,CALLE,VÍA LOCAL,1,019,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,15.0,2
226,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,647.6,17.1,2
227,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
228,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,24.0,0.0,0
229,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
230,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
231,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,118.1,5
232,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,8,015 019 021 028 060 071 117 151,318.2,12.0,2
233,PINTO,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,333.0,0.0,1
235,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,6,033 037 045 160 166 194,8,028 033 034 037 042 045 107 160,202.2,66.0,1
236,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,7,015 019 021 028 060 071 151,273.8,12.0,1
237,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,2
238,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,12.0,7
239,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,130,15,019 021 057 059 060 068 071 130 133 151 152 161 168 184 194,638.7,12.0,2
240,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
241,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
242,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
243,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
244,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,4
245,VEDIA,Saavedra,CALLE,VÍA LOCAL,5,015 021 028 060 117,6,015 021 028 060 071 117,303.0,101.7,6
246,ARIAS,Saavedra,CALLE,VÍA LOCAL,1,019,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,15.0,3
247,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,7,019 068 071 151 152 161 168,288.8,17.1,4
248,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
249,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
250,CERRILLOS,Nuñez,PASAJE,VÍA LOCAL,0,,4,015 028 029 130,118.1,0.0,0
251,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
252,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,7,015 019 021 028 060 071 151,273.8,12.0,2
253,QUINTANA,Saavedra,CALLE,VÍA LOCAL,0,,8,015 019 021 028 060 071 117 151,318.2,0.0,2
254,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,15.0,2
255,MOLDES,Saavedra,CALLE,VÍA LOCAL,0,,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,0.0,2
256,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,5,059 060 130 168 184,271.9,0.0,0
257,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
258,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
259,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
260,CORREA,Nuñez,CALLE,VÍA LOCAL,0,,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,0.0,4
261,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,10,057 059 060 068 133 152 161 168 184 194,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,508.4,10
262,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,7,015 019 021 028 060 071 117,333.0,12.0,2
263,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,303.0,0.0,4
265,ARIAS,Saavedra,CALLE,VÍA LOCAL,1,019,3,019 071 151,88.3,15.0,3
266,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,1
267,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
268,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
269,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,118.1,9
270,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
271,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,10,019 059 060 068 130 133 152 161 168 184,489.2,0.0,0
272,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
273,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
274,VEDIA,Saavedra,CALLE,VÍA LOCAL,4,015 021 060 117,6,015 021 028 060 071 117,303.0,101.7,6
275,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,15.0,2
276,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,17.1,2
277,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,2,015 029,50.5,0.0,0
278,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,0,,0.0,0.0,0
279,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,8,015 019 021 028 060 071 117 151,318.2,12.0,2
280,PINTO,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,284.0,0.0,2
281,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
282,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,459.2,0.0,0
283,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,5
284,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
285,ARIAS,Saavedra,CALLE,VÍA LOCAL,1,019,7,015 019 021 028 060 071 151,273.8,15.0,2
286,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,2
287,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
288,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,0.0,4
289,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,0.0,1
291,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,6,015 021 028 060 071 117,303.0,12.0,2
292,CONDE,Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,303.0,0.0,4
293,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,15.0,3
294,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,4,019 071 130 151,112.3,17.1,4
295,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
296,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
297,VEDIA,Saavedra,CALLE,VÍA LOCAL,5,015 021 028 060 117,6,015 021 028 060 071 117,291.4,127.2,6
298,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,7,059 060 068 130 133 152 161,390.2,0.0,0
299,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,059 060 068 130 133 152 161 168 184,475.2,0.0,0
300,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,1
301,QUINTANA,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 151,273.8,0.0,1
302,RUIZ HUIDOBRO,Nuñez,CALLE,VÍA LOCAL,0,,12,019 057 059 060 068 130 133 152 161 168 184 194,562.4,0.0,4
303,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,10,057 059 060 068 133 152 161 168 184 194,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,508.4,8
304,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,7,015 019 021 028 060 071 117,284.0,12.0,2
305,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,333.0,0.0,2
306,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,2,028 130,48.0,0.0,0
307,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
308,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,532.4,0.0,0
309,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,532.4,0.0,0
310,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,4,019 071 130 151,112.3,15.0,3
311,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,2
312,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
313,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
315,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,118.1,10
316,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,6,015 021 028 060 071 117,291.4,12.0,2
317,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,6,015 021 028 060 071 117,291.4,0.0,4
318,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,6,033 037 045 160 166 194,8,028 033 034 037 042 045 107 160,202.2,66.0,0
319,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,0.0,0
320,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,12,019 059 060 068 071 130 133 151 152 161 168 184,547.5,17.1,1
321,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,5,015 019 060 071 151,186.7,0.0,0
322,PINTO,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,284.0,0.0,1
323,VEDIA,Saavedra,CALLE,VÍA LOCAL,5,015 021 028 060 117,7,015 021 028 057 060 071 117,328.5,127.2,3
324,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,524.4,0.0,0
325,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,532.4,0.0,0
326,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,4
327,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,3,019 071 151,88.3,15.0,3
328,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,1,019,7,015 019 021 028 060 071 151,273.8,15.0,3
329,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
331,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,14,019 057 059 060 068 071 130 133 151 152 161 168 184 194,620.7,0.0,0
333,"RIVADAVIA MARTIN, COMODORO",Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
334,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,7,015 019 021 028 060 071 117,321.4,12.0,2
335,CONDE,Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,2
336,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,130,4,015 028 029 130,134.1,8.0,6
337,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
338,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,7,057 059 068 130 152 161 194,310.7,0.0,0
339,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,9,057 059 060 068 130 133 152 161 194,463.4,0.0,0
340,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
341,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
342,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,11,019 059 068 071 130 133 151 152 161 168 184,418.6,0.0,0
343,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,4,019 071 130 151,112.3,17.1,2
344,PICO,Saavedra,CALLE,VÍA LOCAL,1,071,6,015 021 028 060 071 117,291.4,12.0,2
345,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,4
346,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,11,019 059 068 071 130 133 151 152 161 168 184,418.6,17.1,0
347,BESARES,Nuñez,CALLE,VÍA LOCAL,0,,12,057 059 060 068 130 133 151 152 161 168 184 194,566.7,0.0,4
348,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,10,057 059 060 068 133 152 161 168 184 194,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,508.4,8
349,"PAZ, GRAL. AV.",Saavedra,AVENIDA,VÍA TRONCAL,3,028 057 194,14,019 021 059 060 068 071 130 133 151 152 161 168 184 194,543.6,71.0,1
350,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
351,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,272.4,0.0,0
352,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,272.4,0.0,1
353,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,3,019 071 151,88.3,15.0,2
354,QUINTANA,Saavedra,CALLE,VÍA LOCAL,0,,5,015 019 060 071 151,186.7,0.0,0
355,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
356,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
357,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,126.1,8
358,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,10,057 059 060 068 133 152 161 168 184 194,508.4,0.0,0
359,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,532.4,0.0,0
360,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,0
361,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,1
362,DEHEZA,Saavedra,CALLE,VÍA LOCAL,1,071,6,015 021 028 060 071 117,291.4,12.0,3
363,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,6,015 021 028 060 071 117,291.4,0.0,3
364,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,130,4,015 028 029 130,134.1,8.0,2
365,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
366,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
367,PLUS ULTRA,Saavedra,PASAJE,VÍA LOCAL,0,,6,019 059 068 071 151 152,266.6,0.0,0
368,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,3,019 071 151,88.3,17.1,0
369,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,11,057 059 060 068 130 133 152 161 168 184 194,524.4,0.0,0
370,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,10,057 059 060 068 133 152 161 168 184 194,508.4,0.0,0
371,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,019,3,019 071 151,88.3,15.0,1
372,PINTO,Saavedra,CALLE,VÍA LOCAL,0,,2,019 071,54.0,0.0,1
373,BESARES,Saavedra,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,4
374,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
375,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,11,019 059 060 068 130 133 151 152 161 168 184,523.5,0.0,0
376,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,10,019 059 060 068 133 151 152 161 168 184,499.5,17.1,0
377,"GUIRALDES, INT.",Belgrano,CALLE,VÍA LOCAL,7,028 034 037 042 107 160 194,8,028 033 034 037 042 045 107 160,202.2,69.9,0
378,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
379,PICO,Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,1
380,MELIAN AV.,Saavedra,AVENIDA,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,0
381,BESARES,Saavedra,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
382,AMENABAR,Saavedra,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
383,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,3,015 029 130,66.5,0.0,0
384,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,272.4,0.0,0
385,CONDE,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,321.4,0.0,1
386,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,0
387,ZAPIOLA,Saavedra,CALLE,VÍA LOCAL,1,019,3,019 071 151,88.3,15.0,2
388,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,9,057 068 130 133 152 161 168 184 194,337.5,0.0,0
389,ARCOS,Nuñez,CALLE,VÍA LOCAL,0,,10,057 059 068 130 133 152 161 168 184 194,395.5,0.0,0
390,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,3
391,ARRIBEÑOS,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
392,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,10,019 059 060 068 133 151 152 161 168 184,499.5,0.0,1
393,CRAMER,Saavedra,CALLE,VÍA LOCAL,1,151,3,019 071 151,88.3,17.1,1
394,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,130,4,015 028 029 130,134.1,8.0,2
395,3 DE FEBRERO,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
396,DEHEZA,Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,2
397,"PEREZ, ROQUE",Saavedra,CALLE,VÍA LOCAL,1,071,6,015 021 028 060 071 117,291.4,12.0,1
398,DEL LIBERTADOR AV.,Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,4,015 028 029 130,4,015 028 029 130,134.1,126.1,6
399,VILELA,Nuñez,CALLE,VÍA LOCAL,0,,10,057 059 060 068 133 152 161 168 184 194,508.4,0.0,4
400,CABILDO AV.,,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,10,057 059 060 068 133 152 161 168 184 194,12,057 059 060 068 130 133 151 152 161 168 184 194,566.7,508.4,8
402,O'HIGGINS,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
403,PAROISSIEN,Nuñez,CALLE,VÍA LOCAL,0,,12,029 057 059 060 068 130 133 152 161 168 184 194,533.0,0.0,0
404,VUELTA DE OBLIGADO,Nuñez,CALLE,VÍA LOCAL,0,,12,029 057 059 060 068 130 133 152 161 168 184 194,533.0,0.0,0
405,RAMALLO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,019 071,54.0,0.0,1
406,"FREIRE, RAMON, CAP. GRAL.",Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,272.4,0.0,0
407,BESARES,Saavedra,CALLE,VÍA LOCAL,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
408,MOLDES,Saavedra,CALLE,VÍA LOCAL,0,,11,019 059 060 068 130 133 151 152 161 168 184,523.5,0.0,0
409,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,0
410,QUINTANA,Saavedra,CALLE,VÍA LOCAL,0,,3,019 071 151,88.3,0.0,0
411,JARAMILLO,Nuñez,CALLE,VÍA LOCAL,0,,1,130,16.0,0.0,0
412,VILELA,Saavedra,CALLE,VÍA LOCAL,0,,11,057 059 060 068 133 151 152 161 168 184 194,542.7,0.0,4
413,SAN ISIDRO LABRADOR AV.,Saavedra,AVENIDA,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,13,019 057 059 060 068 130 133 151 152 161 168 184 194,596.7,0.0,0
414,"UDAONDO, GUILLERMO AV.",Belgrano,AVENIDA,VÍA LOCAL,3,028 042 107,3,028 042 107,82.7,62.9,3
415,ARIAS,Saavedra,CALLE,VÍA LOCAL,0,,7,015 019 021 028 060 071 117,321.4,0.0,1
416,SUPERI,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,1,071,6,015 021 028 060 071 117,291.4,12.0,3
417,MANZANARES,Nuñez,CALLE,VÍA LOCAL,0,,12,029 057 059 060 068 130 133 152 161 168 184 194,533.0,0.0,0
418,CUBA,Nuñez,CALLE,VÍA LOCAL,0,,12,029 057 059 060 068 130 133 152 161 168 184 194,533.0,0.0,0
419,RUIZ HUIDOBRO,Saavedra,CALLE,VÍA DISTRIBUIDORA COMPLEMENTARIA,0,,2,019 151,64.3,0.0,1
420,CONESA,Saavedra,CALLE,VÍA LOCAL,0,,2,019 151,64.3,0.0,0
421,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,042 107,3,028 042 107,82.7,22.3,4
422,NUÑEZ,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,0
423,11 DE SEPTIEMBRE DE 1888,Nuñez,CALLE,VÍA LOCAL,0,,4,015 028 029 130,134.1,0.0,1
424,CORREA,Saavedra,CALLE,VÍA LOCAL,0,,2,019 071,54.0,0.0,1
425,PINTO,Saavedra,CALLE,VÍA LOCAL,1,019,2,019 071,54.0,15.0,2
426,"FIGUEROA ALCORTA, PRES. AV.",Belgrano,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,2,042 107,3,028 042 107,82.7,22.3,3
427,"LARRALDE, CRISOLOGO AV.",Nuñez,AVENIDA,VÍA DISTRIBUIDORA PRINCIPAL,1,130,4,015 028 029 130,134.1,8.0,1
428,GRECIA,Nuñez,CALLE,VÍA LOCAL,0,,3,015 029 130,66.5,0.0,0
429,BESARES,Saavedra,CALLE,VÍA LOCAL,0,,10,019 059 060 068 133 151 152 161 168 184,499.5,0.0,1
430,VIDAL,Saavedra,CALLE,VÍA LOCAL,1,151,10,019 059 060 068 133 151 152 161 168 184,499.5,17.1,1
431,DEHEZA,Saavedra,CALLE,VÍA LOCAL,0,,6,015 021 028 060 071 117,291.4,0.0,0
